tugas,uts,uas;
88.00,50.72,76.67;
96.00,81.43,85.00;
95.00,63.22,83.33;
93.00,93.93,80.00;
None,59.29,76.67;
95.00,75.36,76.67;
98.00,77.86,83.33;
92.00,78.22,83.33;
96.00,88.93,81.67;
90.00,65.72,78.33;
89.00,92.86,None;
93.00,76.43,81.67;
94.00,63.22,83.33;
86.00,96.43,85.00;
93.00,86.43,75.00;
80.00,73.93,71.67;
95.00,97.50,81.67;
95.00,90.00,75.00;None
95.00,74.29,78.33;
95.00,77.86,71.67;
95.00,96.43,80.00;
None,82.86,83.33;
95.00,80.36,80.00;
95.00,None,76.67;
95.00,80.36,83.33;
95.00,91.43,76.67;
None,77.86,76.67;
95.00,95.00,83.33;
95.00,100.00,None;
95.00,82.86,75.00;
95.00,70.36,78.33;
95.00,85.00,80.00;
95.00,None,81.67;
95.00,76.79,76.67;
95.00,70.72,80.00;
95.00,86.79,81.67;
95.00,79.65,71.67;
95.00,78.22,81.67;
95.00,88.93,75.00;
None,77.86,81.67;
None,71.07,76.67;
95.00,82.86,81.67;
95.00,37.15,80.00;
95.00,82.15,81.67;
95.00,49.29,80.00;
95.00,84.29,81.67;
95.00,85.36,83.33;
95.00,71.79,80.00;
95.00,71.07,63.33;
95.00,87.86,81.67;
95.00,81.43,83.33;
95.00,None,83.33;
95.00,None,78.33;
95.00,85.72,71.67;